compatible scenarios from "2021.06.09.12.39.51_veh-26_05620_06003"

FOUND: 6400
8d2ddb6712af55a9 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8d39a8db11fb5a33 medium_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
8d458d2566dd50a2 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8d45f3d546345980 unknown 2021.06.09.12.39.51_veh-26_05620_06003
8d470daba96f55d6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8d59e8ae8b4853bc traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8d6059aa35a355b8 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8d6692404a7555fa stationary 2021.06.09.12.39.51_veh-26_05620_06003
8d6e765c9bda5119 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8d72b513e8f75025 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8d7598f4c2785d85 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8d763fb1c9ab5cbb stationary 2021.06.09.12.39.51_veh-26_05620_06003
8d779a62e8f157ba traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8d8337c8429e5815 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8d8402876051598c traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8d9e6500ef66525f stationary 2021.06.09.12.39.51_veh-26_05620_06003
8da34db54c0657a4 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8daa5043cb5a566d traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8db298e5d37f564f traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8db449d694f654f1 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8dbc19684f175cbb stationary 2021.06.09.12.39.51_veh-26_05620_06003
8dc3ac50dbb553db stationary 2021.06.09.12.39.51_veh-26_05620_06003
8dc60afeef9351cf stationary 2021.06.09.12.39.51_veh-26_05620_06003
8dd68d35d5495885 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8ddfb47f93e856b9 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8deda087d4f75209 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8df4f37a8ecc583e traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8df69b9b601f5bdf unknown 2021.06.09.12.39.51_veh-26_05620_06003
8df90dcbf0955a60 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8dfbd9182ce15a96 unknown 2021.06.09.12.39.51_veh-26_05620_06003
8e07e83e20735386 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8e168961a9ef5dff traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8e20d4d998f55c49 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8e21fb7c14535c8e traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8e31af482f1e5ffa unknown 2021.06.09.12.39.51_veh-26_05620_06003
8e33ced3974859f3 medium_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
8e37d42668455dcd traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8e390b58647f5c69 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8e5010ac922f5b3e traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8e53c7fe3c415a5e traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8e6bcb19d4405bb6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8e70ca97c74a5f84 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8e783aaec9e2599c stationary 2021.06.09.12.39.51_veh-26_05620_06003
8e81ca645e4253ba traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8e845c7a3a165500 unknown 2021.06.09.12.39.51_veh-26_05620_06003
8eae4706832f558a stationary 2021.06.09.12.39.51_veh-26_05620_06003
8eba35e8e1e0574b traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8ec27f2dfb185e83 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8ec9147ce95e5d6f traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8ec9fdfbc48a5736 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8ed2ae4685de5954 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8eddccd4b707586d traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8ee56786d3265283 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8eeb8bd321f557a0 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8eef9f075dc45897 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8ef3db010c805087 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8ef882dc58fa5ef2 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8efcaa23172c5551 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8efd90e9d57f5b0e traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8f04c3f1926c5575 unknown 2021.06.09.12.39.51_veh-26_05620_06003
8f17be7441e553b1 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8f26e4dff6285eb0 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f2d71ea8d3d52b2 unknown 2021.06.09.12.39.51_veh-26_05620_06003
8f3ca69c75ef5352 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f3e62a99be65f02 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8f426fe236df55f4 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f48f005bb46551a traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8f4fc687a75d526f stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f69a99656fb5f6b traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8f6b20d4c4a75e92 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f6da81b6cd05f8e high_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
8f6e7554adee5983 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f711185640b55e6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f71a0072ee6567e stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f7bb95e548f5fab stationary 2021.06.09.12.39.51_veh-26_05620_06003
8f99abfe1f875320 unknown 2021.06.09.12.39.51_veh-26_05620_06003
8fa1afdf72005c6b unknown 2021.06.09.12.39.51_veh-26_05620_06003
8fa4e7c6011d555d traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8fb4b37b21c15d95 traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
8fba46b49ab15801 unknown 2021.06.09.12.39.51_veh-26_05620_06003
8fc11fdac1a759cc stationary 2021.06.09.12.39.51_veh-26_05620_06003
8fd2b453de115d1e traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8fd32cd2fa1e5498 stationary 2021.06.09.12.39.51_veh-26_05620_06003
8ff7093f52f053b5 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
8ff86492a43f535d on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9005122a848854a5 unknown 2021.06.09.12.39.51_veh-26_05620_06003
9006536a80c4569f on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
900cd28caa6e540a traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
90162901cf0753a2 traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
901f617601305058 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
902fa10b5b215c3a unknown 2021.06.09.12.39.51_veh-26_05620_06003
90311e17308c5971 stationary 2021.06.09.12.39.51_veh-26_05620_06003
90342039dd3a56ca medium_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
903503f0224158a8 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9035711808355fa4 stationary 2021.06.09.12.39.51_veh-26_05620_06003
90385f9fc938538b unknown 2021.06.09.12.39.51_veh-26_05620_06003
9040f0638a275bfd stationary 2021.06.09.12.39.51_veh-26_05620_06003
904fe237776d5d38 unknown 2021.06.09.12.39.51_veh-26_05620_06003
905db3a4a0335689 unknown 2021.06.09.12.39.51_veh-26_05620_06003
9063de68590e5b54 stationary 2021.06.09.12.39.51_veh-26_05620_06003
906b9ac67e535017 stationary 2021.06.09.12.39.51_veh-26_05620_06003
90773890475c5743 unknown 2021.06.09.12.39.51_veh-26_05620_06003
908cb5333d4f5826 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9091c0a8dcd6576b traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9092674ec9be5646 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9096bf38158c5c25 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
90a3bb4668aa5eb0 stationary 2021.06.09.12.39.51_veh-26_05620_06003
90b1b55d70385209 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
90be9a0fd6be5196 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
90c06501b5f05c97 stationary 2021.06.09.12.39.51_veh-26_05620_06003
90d3dd662df65167 stationary 2021.06.09.12.39.51_veh-26_05620_06003
90d65a2154e55218 stationary 2021.06.09.12.39.51_veh-26_05620_06003
90daf8792c705e26 unknown 2021.06.09.12.39.51_veh-26_05620_06003
90f1570fb6e85a64 unknown 2021.06.09.12.39.51_veh-26_05620_06003
911234b84d0055af stationary 2021.06.09.12.39.51_veh-26_05620_06003
91125598109a5b70 traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9113d38eba50555e unknown 2021.06.09.12.39.51_veh-26_05620_06003
91186fca8e795c88 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9127705dd0135ae8 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9128934bc2fb5f6e stationary 2021.06.09.12.39.51_veh-26_05620_06003
912e712d585558ff on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
913225d0b9195bd1 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
913f35d5759f5189 stationary 2021.06.09.12.39.51_veh-26_05620_06003
914a26880fb351aa traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
91526363af5356d1 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9160eb8d4bc65d2e unknown 2021.06.09.12.39.51_veh-26_05620_06003
9186a4f55a5a578d stationary 2021.06.09.12.39.51_veh-26_05620_06003
9188439225fd5254 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9196927d680c51b6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
919f62b133eb5795 unknown 2021.06.09.12.39.51_veh-26_05620_06003
91ad0a9eacb85429 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
91b142a7e28053ea stationary 2021.06.09.12.39.51_veh-26_05620_06003
91b812cc2d5458ed traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
91b821c592655a16 stationary 2021.06.09.12.39.51_veh-26_05620_06003
91b9ff0596de5734 traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
91bae253f6a65fd1 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
91d096efde7d528c stationary 2021.06.09.12.39.51_veh-26_05620_06003
91d6ae9e1c5153f3 unknown 2021.06.09.12.39.51_veh-26_05620_06003
91d9a9c9c47b50ed traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
91e15873af705eb2 stationary 2021.06.09.12.39.51_veh-26_05620_06003
91e5e41d4aeb50c1 stationary 2021.06.09.12.39.51_veh-26_05620_06003
91e71d7efe885559 stationary 2021.06.09.12.39.51_veh-26_05620_06003
91e98c5cbf9a51fb traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
91ee6f27a98a55e0 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
91f3cb08377b589b stationary_at_traffic_light_with_lead 2021.06.09.12.39.51_veh-26_05620_06003
91f860302fe15dc4 stationary 2021.06.09.12.39.51_veh-26_05620_06003
91f90eb490e25797 stationary 2021.06.09.12.39.51_veh-26_05620_06003
91f94dcbd5d65602 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
91f963a3fcbf5323 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9208a801e8975837 stationary 2021.06.09.12.39.51_veh-26_05620_06003
92095189951055a5 unknown 2021.06.09.12.39.51_veh-26_05620_06003
920a4489a7765fa5 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
920b202c31b457f8 stationary 2021.06.09.12.39.51_veh-26_05620_06003
921522b3d3085ae0 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
921a1922ca355038 stationary 2021.06.09.12.39.51_veh-26_05620_06003
921fc53b2c4e5971 stationary 2021.06.09.12.39.51_veh-26_05620_06003
92216c8752bf556c traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9227119754195255 stationary 2021.06.09.12.39.51_veh-26_05620_06003
922b1a942aed53a0 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
923f0f40cf485c52 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
923f0f879ea355c9 stationary 2021.06.09.12.39.51_veh-26_05620_06003
92404741fb2b58e1 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
92438d12092b5d0c stationary 2021.06.09.12.39.51_veh-26_05620_06003
924cf33f2dba53c6 unknown 2021.06.09.12.39.51_veh-26_05620_06003
92739c121ec35af9 stationary 2021.06.09.12.39.51_veh-26_05620_06003
928bec58d9425961 stationary 2021.06.09.12.39.51_veh-26_05620_06003
928f3f5734445127 stationary 2021.06.09.12.39.51_veh-26_05620_06003
92940a6208675915 stationary 2021.06.09.12.39.51_veh-26_05620_06003
929c3eca97815fd0 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
92afe12b23fa5ccf stationary 2021.06.09.12.39.51_veh-26_05620_06003
92b2b316d262537b unknown 2021.06.09.12.39.51_veh-26_05620_06003
92bfc96070d85d58 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
92c1c09166b857cd stationary 2021.06.09.12.39.51_veh-26_05620_06003
92c6df3afe9057c6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
92c8bedbf6e15a3f stationary 2021.06.09.12.39.51_veh-26_05620_06003
92c955b9b0b05756 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
92d76eb4f5b452e1 stationary 2021.06.09.12.39.51_veh-26_05620_06003
92d9d7e3463c545d stationary 2021.06.09.12.39.51_veh-26_05620_06003
9305bc29c62350c3 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9311a4f71c5d5200 stationary 2021.06.09.12.39.51_veh-26_05620_06003
93197b4fb241530e stationary 2021.06.09.12.39.51_veh-26_05620_06003
9320c44665ef56ef traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
93218d597b355ca6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
933a2e3b1e3e5261 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
933dfcb69b645684 stationary 2021.06.09.12.39.51_veh-26_05620_06003
934bd3c329c95dc9 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
934bdfd48dd15eee traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
934bf1ce29105a4c on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9354a0a32bce5435 stationary 2021.06.09.12.39.51_veh-26_05620_06003
935fc35a3915536d stationary 2021.06.09.12.39.51_veh-26_05620_06003
937366bd50ac5af5 stationary 2021.06.09.12.39.51_veh-26_05620_06003
937fabccb3c05570 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
93802e1a2a7e58ae unknown 2021.06.09.12.39.51_veh-26_05620_06003
938e627b70eb5d3b stationary 2021.06.09.12.39.51_veh-26_05620_06003
93a02943325653c2 stationary 2021.06.09.12.39.51_veh-26_05620_06003
93a1a2594ef95ff0 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
93af3a31905c5bf4 stationary 2021.06.09.12.39.51_veh-26_05620_06003
93b054f7e0a1535c traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
93b4df2a2c0e5934 high_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
93c5cd453b375bc9 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
93cec6a558cc5604 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
93d5097849c55ae1 stationary 2021.06.09.12.39.51_veh-26_05620_06003
93ebe637770f5d80 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
93ece453a1795611 unknown 2021.06.09.12.39.51_veh-26_05620_06003
93f144f9f08859fc traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
93fd307883055bc8 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9405900eb194523e stationary 2021.06.09.12.39.51_veh-26_05620_06003
9408afbd08845004 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9417a3ce58c95015 stationary 2021.06.09.12.39.51_veh-26_05620_06003
941ecce44b0d509d traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9430b76ba7815045 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
943664b735d85445 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9437fc271e2753fe unknown 2021.06.09.12.39.51_veh-26_05620_06003
9440dab317375737 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9447a9bddb8d5b0b stationary 2021.06.09.12.39.51_veh-26_05620_06003
9448517057de5e9f traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
945ab1e6678a5e43 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
94620df129d15e36 stationary 2021.06.09.12.39.51_veh-26_05620_06003
94670e5ad48c5c26 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
94692d166b415326 unknown 2021.06.09.12.39.51_veh-26_05620_06003
9476c70296e25425 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
947ed3c7c7945b4b stationary 2021.06.09.12.39.51_veh-26_05620_06003
9483bde1feb95267 stationary 2021.06.09.12.39.51_veh-26_05620_06003
948e4080dcbd5d0a stationary 2021.06.09.12.39.51_veh-26_05620_06003
94997ce023ae5c56 unknown 2021.06.09.12.39.51_veh-26_05620_06003
94a0afe335cf51a3 stationary 2021.06.09.12.39.51_veh-26_05620_06003
94a771e9081d50d3 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
94acb632419a561e traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
94ad7abdf2d350c9 traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
94b0d3c953955b12 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
94bb7bc40dba5019 stationary 2021.06.09.12.39.51_veh-26_05620_06003
94bc7244be455edb traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
94c28fcdd4ad51a0 stationary 2021.06.09.12.39.51_veh-26_05620_06003
94deac768e425dce traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
94e04560afd6552b stationary 2021.06.09.12.39.51_veh-26_05620_06003
94e7ed9032915a4c unknown 2021.06.09.12.39.51_veh-26_05620_06003
94fd45ec455f537b traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
94ff3a9c91ee58be traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
950e6a63d69851f6 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9518a69a1d7a559b stationary 2021.06.09.12.39.51_veh-26_05620_06003
9524aef0a10c5a4e on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
95287235c86b5a45 stationary 2021.06.09.12.39.51_veh-26_05620_06003
95351e6800445d3c stationary 2021.06.09.12.39.51_veh-26_05620_06003
9537b215e16f55fe stationary 2021.06.09.12.39.51_veh-26_05620_06003
9538c00774ca5b16 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
954e3e8fa1f85ced unknown 2021.06.09.12.39.51_veh-26_05620_06003
9555eec0c79157ab traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
955edd07b04159d0 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9578776b73765410 stationary 2021.06.09.12.39.51_veh-26_05620_06003
957c95c06b1352ac unknown 2021.06.09.12.39.51_veh-26_05620_06003
9582f31254765758 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
958a35091a165822 stationary 2021.06.09.12.39.51_veh-26_05620_06003
958c867eaef85fab stationary 2021.06.09.12.39.51_veh-26_05620_06003
95969e4a43025b0b unknown 2021.06.09.12.39.51_veh-26_05620_06003
95c3c98fc5b75e25 stationary 2021.06.09.12.39.51_veh-26_05620_06003
95c526e7a4d052d9 unknown 2021.06.09.12.39.51_veh-26_05620_06003
95c944d0adf45e9f unknown 2021.06.09.12.39.51_veh-26_05620_06003
95cbda4dc8e55440 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
95dc413a31ff5aa3 stationary 2021.06.09.12.39.51_veh-26_05620_06003
95e0cd8916d553ef unknown 2021.06.09.12.39.51_veh-26_05620_06003
95f76b08f3ad5252 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
95f8935714e65fa8 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
95fbf76518dc5bde stationary 2021.06.09.12.39.51_veh-26_05620_06003
960676e24d725ee2 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9617002dddf95d41 stationary 2021.06.09.12.39.51_veh-26_05620_06003
962d06aad1715447 unknown 2021.06.09.12.39.51_veh-26_05620_06003
963ed24c31035d6a stationary 2021.06.09.12.39.51_veh-26_05620_06003
96474f17f3155de5 unknown 2021.06.09.12.39.51_veh-26_05620_06003
964b2464b7915adf unknown 2021.06.09.12.39.51_veh-26_05620_06003
968390a1eb875a4e on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
96854feff3cd5599 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9688ffded8ec5cd4 stationary 2021.06.09.12.39.51_veh-26_05620_06003
968d0cae074059c6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
968dbdc5e7ac513f unknown 2021.06.09.12.39.51_veh-26_05620_06003
968f6f5ca67a5b29 high_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
96940f0224aa5a85 unknown 2021.06.09.12.39.51_veh-26_05620_06003
969c2583b8075334 stationary 2021.06.09.12.39.51_veh-26_05620_06003
96a5f5d443725d30 stationary 2021.06.09.12.39.51_veh-26_05620_06003
96aa7c30ea615814 stationary 2021.06.09.12.39.51_veh-26_05620_06003
96cf41b9bbcc543c traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
96d0d295dff85b52 stationary 2021.06.09.12.39.51_veh-26_05620_06003
96e13dd19ac35ce1 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
96e76c275db55579 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
96e9bf4c1f7954af stationary 2021.06.09.12.39.51_veh-26_05620_06003
96fb98113cde56f5 stationary 2021.06.09.12.39.51_veh-26_05620_06003
970d1e891ea35ed2 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
970e61db2b705838 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
971e1d6ad61b5bd7 stationary 2021.06.09.12.39.51_veh-26_05620_06003
9724f0b1e464575a stationary 2021.06.09.12.39.51_veh-26_05620_06003
973266da507c5c03 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
973874ed51935da2 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
973d101bcff05a50 stationary 2021.06.09.12.39.51_veh-26_05620_06003
97409af81a5c50b6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
974a4b5a03b8598e stationary 2021.06.09.12.39.51_veh-26_05620_06003
976037dc6459588c stationary 2021.06.09.12.39.51_veh-26_05620_06003
9767972087cc52e4 stationary 2021.06.09.12.39.51_veh-26_05620_06003
976a0861afdf5358 unknown 2021.06.09.12.39.51_veh-26_05620_06003
97722d4071425c39 high_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
9776c7a7bfb155c0 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9796b665d23d54f1 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
97af6c7450e05177 near_barrier_on_driveable 2021.06.09.12.39.51_veh-26_05620_06003
97b7542e465a5953 stationary 2021.06.09.12.39.51_veh-26_05620_06003
97b7d5f9613e563b traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
97bffb602a105533 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
97c9e1b4e70b5ce1 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
97d662c1a9855191 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
9808014cac6f533b medium_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
980ab43a59115832 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
981e336099a3503e traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
98277f0e397c5402 traversing_intersection 2021.06.09.12.39.51_veh-26_05620_06003
982eb8076c0150f7 traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
985346fc84bb5a4d stationary 2021.06.09.12.39.51_veh-26_05620_06003
9856d28bb6e654b9 stationary 2021.06.09.12.39.51_veh-26_05620_06003
986f7450beb557ef high_magnitude_speed 2021.06.09.12.39.51_veh-26_05620_06003
987909ae620959de on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
987cad10a0845488 traversing_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
98876bfe14cc5329 stationary 2021.06.09.12.39.51_veh-26_05620_06003
98890ab507d05ba2 stationary 2021.06.09.12.39.51_veh-26_05620_06003
988e26caea5c542e stationary 2021.06.09.12.39.51_veh-26_05620_06003
9896b82ee69857ec traversing_traffic_light_intersection 2021.06.09.12.39.51_veh-26_05620_06003
9897a6d90a5c55bc stationary 2021.06.09.12.39.51_veh-26_05620_06003
9899ec182d5259ea stationary 2021.06.09.12.39.51_veh-26_05620_06003
989b843f89f155c7 unknown 2021.06.09.12.39.51_veh-26_05620_06003
98a0b5ae40f259b2 on_pickup_dropoff 2021.06.09.12.39.51_veh-26_05620_06003
98a2d2b6201d5e49 unknown 2021.06.09.12.39.51_veh-26_05620_06003
98a4012c7ba656da stationary 2021.06.09.12.39.51_veh-26_05620_06003
98a83734fbfe55a6 stationary 2021.06.09.12.39.51_veh-26_05620_06003
98b07c1ae94c56fa stationary 2021.06.09.12.39.51_veh-26_05620_06003
98b20400faec58bd stationary 2021.06.09.12.39.51_veh-26_05620_06003
